name	address	latitude	longitude	phone	workingTime	province	point
Sacombank-Chi nhánh Cần Thơ-Phòng giao dịch Cái Răng	415-418 Quốc lộ 1A, Khu vực Yên Hạ, Phường Lê Bình, Quận Cái Răng, Thành phố Cần Thơ	9.9862073	105.7478777	(0292) 3527 537 (39,40)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Cần Thơ	100
Sacombank-Chi nhánh Cần Thơ-Phòng giao dịch Ô Môn	953/6 đường 26 Tháng 3, Phường Châu Văn Liêm, Quận Ô Môn, Thành phố Cần Thơ	10.1097915	105.6196193	(0292) 3665 550	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Cần Thơ	100
Sacombank-Chi nhánh Cần Thơ-Phòng giao dịch Thốt Nốt	521 khu vực Long Thạnh A, Phường Thốt Nốt, Quận Thốt Nốt, Thành phố Cần Thơ	10.3164715	105.487944	(0292) 3854 636	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Cần Thơ	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Châu Phú	49-51 Quốc lộ 91, Thị trấn Cái Dầu, Huyện Châu Phú, Tỉnh An Giang	10.568862	105.2427634	(0296) 3685 856 (57)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch An Phú An Giang	9 đường số 3, Trung tâm thương mại Thị trấn An Phú, Huyện An Phú, Tỉnh An Giang	10.8135947	105.089556	(0296) 3989 802 (03)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Thoại Sơn	129A Nguyễn Huệ, Thị trấn Núi Sập, Huyện Thoại Sơn, Tỉnh An Giang	10.2681928	105.26728	(0296) 3712 770 (71,72)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Phú Hòa An Giang	222 đường Trần Phú, Thị trấn Phú Hòa, Huyện Thoại Sơn, Tỉnh An Giang	10.356305	105.3720958	(0296) 3563 715	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Châu Thành An Giang	449 Lê Lợi, Thị trấn An Châu, Huyện Châu Thành, Tỉnh An Giang	10.4373649	105.395225299999	(0296) 3651 444 (555,666)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Tân Châu	231 Tôn Đức Thắng, Phường Long Thạnh, Thị xã Tân Châu, Tỉnh An Giang	10.7978413	105.2426428	(0296) 3759 023	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Chợ Mới	119 Tỉnh lộ 942, Thị trấn Mỹ Luông, Huyện Chợ Mới, Tỉnh An Giang	10.5146515	105.4872046	(0296) 3626 554	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Tri Tôn	82 đường Trần Hưng Đạo, Thị trấn Tri Tôn, Huyện Tri Tôn, Tỉnh An Giang	10.4191106	105.0000734	0296.3989.830	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang	333 Trần Hưng Đạo, Phường Mỹ Quý, Thành phố Long Xuyên, Tỉnh An Giang	10.2682419	105.2671833	(0296) 3924 924	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Long Xuyên	56B Tôn Đức Thắng, Phường Mỹ Bình, Thành phố Long Xuyên, Tỉnh An Giang	10.3859863	105.436198699999	(0296) 3956 516	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Tịnh Biên	564-566 Quốc lộ 91, Khóm Xuân Hòa, Phường Tịnh Biên, Thị Xã Tịnh Biên, Tỉnh An Giang	10.6233338	105.0046796	(0296) 3751 751 (52,53)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Phú Tân	189 Tôn Đức Thắng, Thị trấn Phú Mỹ, Huyện Phú Tân, Tỉnh An Giang	10.5923196	105.358012299999	(0296) 3582 444 / (0296) 3587 933 (44)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh An Giang-Phòng giao dịch Châu Đốc	88 Đống Đa, Phường Châu Phú A, Thành phố Châu Đốc, Tỉnh An Giang	10.6810551	105.1083542	(0296) 3260 262	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	An Giang	100
Sacombank-Chi nhánh Bà Rịa-Vũng Tàu-Phòng giao dịch Xuyên Mộc	28 Quốc lộ 55, Thị trấn Phước Bửu, Huyện Xuyên Mộc, Tỉnh Bà Rịa-Vũng Tàu	10.5349122	107.399001699999	(0254) 3777 770 (771,772)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Phòng giao dịch Đất Đỏ	Số 504, Tỉnh lộ 52, Khu phố Tường Thành, Thị trấn Đất Đỏ, Huyện Đất Đỏ, Tỉnh Bà Rịa-Vũng Tàu	10.5250384	107.225590799999	(0254) 3733 496	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Vũng Tàu-Phòng giao dịch Long Hải	72 Hương Lộ 2, Xã  Phước Hưng, Huyện Long Điền, Tỉnh Bà Rịa-Vũng Tàu	10.4170371	107.216874299999	(0254) 3671 555	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Vũng Tàu-Phòng giao dịch Thắng Tam	86 Nam Kỳ Khởi Nghĩa, Phường Thắng Tam, Thành phố Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu.	10.3461861	107.083196999999	(0254) 3543 791	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Vũng Tàu	67A Lê Hồng Phong, Phường 7, Thành phố Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu	10.3568861	107.0823047	(0254) 3553 333	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Vũng Tàu-Phòng giao dịch Nguyễn An Ninh	300A-302 Nguyễn An Ninh, Phường 7, Thành phố Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu.	10.3663351	107.0880267	(0254) 3543 275	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Vũng Tàu-Phòng giao dịch Rạch Dừa	676 đường 30/4, Phường Rạch Dừa, Thành phố Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu	10.4101715	107.1343637	(0254) 3615 298	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa	3 Dương Bạch Mai, Phường Phước Trung, Thành phố Bà Rịa, Tỉnh Bà Rịa-Vũng Tàu	10.4919341	107.171024699999	(0254) 3717 148	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Phòng giao dịch Châu Đức	309A Hùng Vương, Thị trấn Ngãi Giao, Huyện Châu Đức, Tỉnh Bà Rịa-Vũng Tàu	10.6477272	107.2460042	(0254) 3963 011	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bà Rịa-Vũng Tàu-Phòng giao dịch Phú Mỹ	Số 384 đường Độc Lập, Phường Phú Mỹ, Thị xã Phú Mỹ, Tỉnh Bà Rịa-Vũng Tàu	10.5640726	107.0595233	(0254) 3895 757 (58)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bà Rịa Vũng Tàu	100
Sacombank-Chi nhánh Bạc Liêu-Phòng giao dịch Phước Long Bạc Liêu	88 Vĩnh Mỹ - Phước Long, ấp Long Thành, Thị trấn Phước Long, Huyện Phước Long, Tỉnh Bạc Liêu	9.4006715	105.430238299999	(0291) 3581 583	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bạc Liêu	100
Sacombank-Chi nhánh Bạc Liêu-Phòng giao dịch Đông Hải	Số 66-68, đường 19/5, Ấp 4, Thị trấn Gành Hào, Huyện Đông Hải, Tỉnh Bạc Liêu	9.0349627	105.4282431	(0291) 3844 588	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bạc Liêu	100
Sacombank-Chi nhánh Bạc Liêu-Phòng giao dịch Hòa Bình	439 Quốc lộ 1A, Ấp Thị trấn A, Thị trấn Hòa Bình, Huyện Hòa Bình, Tỉnh Bạc Liêu	9.2826525	105.6273687	(0291) 3883 288	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bạc Liêu	100
Sacombank-Chi nhánh Bình Phước-Phòng giao dịch Bình Long	283 Nguyễn Huệ, Khu phố Phú Cường, Phường An Lộc, Thị xã Bình Long, Tỉnh Bình Phước	11.6630859	106.5844991	(0271) 3682 692	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Bình Phước-Phòng giao dịch Phú Riềng	Thôn Phú Nguyên, Xã Phú Riềng, Huyện Phú Riềng, Tỉnh Bình Phước	11.6591431	106.8959674	(0271) 3866 765	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Bình Phước-Phòng giao dịch Bù Đốp	 Ấp 7, Thanh Hòa, Huyện Bù Đốp, Tỉnh Bình Phước	11.955599	106.7740343	(0271) 3683 336	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Chơn Thành	Tổ 1, Khu phố 3, Phường Hưng Long, Thị xã Chơn Thành, Tỉnh Bình Phước	11.438829	106.6173415	(0271) 3834 654	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Bình Phước	Khu phố Phú Thanh, Tân Phú, Thành phố Đồng Xoài, Tỉnh Bình Phước	11.5436619	106.8886118	(0271) 3888 092	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Bình Phước-Phòng giao dịch Bù Đăng	245 khu Đức Lập, Thị trấn Đức Phong, Huyện Bù Đăng, Tỉnh Bình Phước	11.8132799	107.2370874	(0271) 3975 868	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Bình Phước-Phòng giao dịch Phước Long	Đường Nguyễn Tất Thành (ĐT 741), Khu phố 6, Phường Long Phước, Thị xã Phước Long, Tỉnh Bình Phước 	11.7970508	106.9653756	(0271) 3775 201	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Bình Phước-Phòng giao dịch Lộc Ninh	227 Quốc lộ 13, Khu phố Ninh Thịnh, Thị trấn Lộc Ninh, Huyện Lộc Ninh, Tỉnh Bình Phước	11.8443355	106.5903206	(0271) 3566 774	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Phước	100
Sacombank-Chi nhánh Bến Cát-Phòng giao dịch Phú Giáo	Số 554 Đường ĐT741,  Khu phố 2, Thị trấn Phước Vĩnh, Huyện Phú Giáo, Tỉnh Bình Dương	11.2963709	106.8060388	(0274) 3675 141 (43)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương-Phòng giao dịch Bắc Tân Uyên	124, Tổ 5, Ấp 3, Xã Tân Thành, Huyện Bắc Tân Uyên, Tỉnh Bình Dương	11.1497997	106.8432829	(0274) 3856 661	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương-Phòng giao dịch Tân Uyên	Lô F4-F5 Khu dân cư thương mại Uyên Hưng, Phường Uyên Hưng, Thị xã Tân Uyên, Tỉnh Bình Dương 	11.060278	106.798610999999	(0274) 3642 927 (29)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương-Phòng giao dịch Tân Phước Khánh	67/2 ĐT 746, Khu phố Bình Hòa 1, Phường Tân Phước Khánh, Thị xã Tân Uyên, Tỉnh Bình Dương	11	106.733333	(0274) 3612 060	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bến Cát-Phòng giao dịch Dầu Tiếng	Khu phố 2, Thị trấn Dầu Tiếng, Huyện Dầu Tiếng, Tỉnh Bình Dương	11.2763614	106.365511599999	(0274) 3522 997 (98)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương-Phòng giao dịch Lái Thiêu	134A Nguyễn Văn Tiết, Khu phố Đông Tư, Phường Lái Thiêu, Thị xã Thuận An, Tỉnh Bình Dương	10.911355	106.7037631	(0274) 3760 375	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương	431 đại lộ Bình Dương, Khu 1, Phường Phú Cường, Thành phố Thủ Dầu Một, Tỉnh Bình Dương	10.9705444	106.6757829	(0274) 3859 595 (96)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương-Phòng giao dịch Thủ Dầu Một	425 đường Cách Mạng Tháng 8, Phường Phú Cường, Thành phố Thủ Dầu Một, Tỉnh Bình Dương	10.9660084	106.666471699999	(0274) 3859 961- (0274) 3855 109	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Thuận	364 Trần Hưng Đạo, Phường Đức Thắng, Thành phố Phan Thiết, Tỉnh Bình Thuận	10.9301634	108.1047949	(0252) 3832 426	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Thuận	100
Sacombank-Chi nhánh Bình Thuận-Phòng giao dịch Phan Thiết	62A Trần Hưng Đạo, Phường Phú Trinh, Thành phố Phan Thiết, Tỉnh Bình Thuận	10.9216566	108.093236	(0252) 383 5610	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Thuận	100
Sacombank-Chi nhánh Hàm Thuận Nam	Khu phố Nam Thành, Thị trấn Thuận Nam, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận	10.8437578	107.8684938	(0252) 3824 042	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Thuận	100
Sacombank-Chi nhánh Bình Thuận-Phòng giao dịch Đức Linh	54 đường 766, Thôn 4, xã Đức Hạnh, Huyện Đức Linh, Tỉnh Bình Thuận	11.0486648	107.420150799999	(0252) 3845 510	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Thuận	100
Sacombank-Chi nhánh Lê Thánh Tông	137 đường Lê Thánh Tông, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk	12.6926802	108.053288999999	(0262) 3977 558	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk-Phòng giao dịch Đạt Lý	Xã Hòa Thuận, Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk	12.734538	108.129403	(0262) 3837 234	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk	232 Phan Chu Trinh, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk	12.6829686	108.0413914	(0262) 3861 105	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk-Phòng giao dịch Buôn Ma Thuột	130-132 Lê Hồng Phong, Phường Thống Nhất, Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk	12.6605044	108.031396399999	(0262) 3930 666 (777,888)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk-Phòng giao dịch Cư Kuin	16A buôn Ea Kmar, Xã Ea Bhốc, Huyện Cư Kuin, Tỉnh Đăk Lăk	12.5810594	108.1903059	(0262) 3640 990 (992,993)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk-Phòng giao dịch Krông Păk	269 đường Giải Phóng, Tổ dân phố 06, Thị trấn Phước An, Huyện Krông Păk, Tỉnh Đăk Lăk	12.7109019	108.303001499999	(0262) 3926 999	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk-Phòng giao dịch Ea H'leo	435 Giải Phóng, Thị trấn Eadrăng, Huyện EaH'leo, Tỉnh Đắk Lắk	13.203116	108.2065511	(0262) 3776 670 (672,673)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk-Phòng giao dịch Ea Kar	3B, Thị trấn Eakar, Huyện Eakar, Tỉnh Đắk Lắk	12.8321875	108.4572788	(0262) 3626 960	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Đắk Lắk-Phòng giao dịch Buôn Hồ	495-497 đường Hùng Vương, Phường An Lạc, Thị xã Buôn Hồ, Tỉnh Đắk Lắk	12.8823677	108.2577066	(0262) 3571 458 (59)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Lắk	100
Sacombank-Chi nhánh Sông Hàn-Phòng giao dịch Cẩm Lệ	179 Ông Ích  Đường, Phường Khuê Trung, Quận Cẩm Lệ, Thành phố Đà Nẵng	16.0172208	108.202448099999	(0236) 2247 100	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Đà Nẵng	130-130A-132 Bạch Đằng, Phường Hải Châu I, Quận Hải Châu, Thành phố Đà Nẵng	16.0674301	108.2225363	(0236) 3582 612	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Đà Nẵng-Phòng giao dịch Chợ Cồn	225 Ông Ích Khiêm, Tổ 58 Cầu Vòng, Phường Hải Châu 2, Quận Hải Châu, Thành phố Đà Nẵng	16.0690241	108.2113833	(0236) 3866 368	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Sông Hàn	240 đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Thành phố Đà Nẵng	16.0429784	108.2100129	(0236) 3750 986	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Sông Hàn-Phòng giao dịch Núi Thành	252 đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Thành phố Đà Nẵng	16.0438641	108.2193253	(0236) 6254 767	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Đà Nẵng-Phòng giao dịch Liên Chiểu	695 Tôn Đức Thắng, Phường Hòa Khánh, Quận Liên Chiểu, Thành phố Đà Nẵng	16.0681193	108.1517378	(0236) 3739 125 (126)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Đà Nẵng-Phòng giao dịch Sơn Trà	783 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng	16.0610703	108.2301688	(0236) 6260 099	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Sông Hàn-Phòng giao dịch Hòa Vang	426-428 đường Phạm Hùng, Xã Hòa Phước, Huyện Hòa Vang, Thành phố Đà Nẵng	16.0773824	108.2142534	(0236) 3552 288	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Hải Phòng-Phòng giao dịch Thủy Nguyên	111-113 Bạch Đằng, Thị trấn Núi Đèo, Huyện Thủy Nguyên, Thành phố Hải Phòng	20.9196717	106.675604199999	(0255) 3916 755 (756)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hải Phòng	100
Sacombank-Chi nhánh Đà Nẵng-Phòng giao dịch Thanh Khê	568 Điên Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Thành phố Đà Nẵng	16.0657521	108.1821213	(0236) 3725 542	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Đà Nẵng-Phòng giao dịch Nguyễn Văn Linh	188 - 190 Nguyễn Văn Linh, Phường Vĩnh Trung, Quận Thanh Khê, Thành phố Đà Nẵng	16.0596933	108.2089535	(0236) 3573 665	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đà Nẵng	100
Sacombank-Chi nhánh Đăk Nông	33 Huỳnh Thúc Kháng, Phường Nghĩa Thành, Thành phố Gia Nghĩa, Tỉnh Đăk Nông	12.0040011	107.685991	(0261) 3683 798	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Nông	100
